accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
30,1,4.84,paypal,30.0,0
12,1,4.96,paypal,11.0,0
19,1,4.92,creditcard,0.0,0
120,1,4.74,creditcard,0.0,0
63,1,4.96,paypal,0.0,0
715,1,4.89,creditcard,225.0,0
2000,1,4.89,paypal,0.0,0
2000,1,4.88,paypal,0.0,0
2000,3,4.75,creditcard,1752.0,0
2000,1,4.52,creditcard,0.0,0
238,1,4.84,creditcard,238.0,0
39,1,4.92,paypal,38.0,0
7,1,4.52,creditcard,7.0,0
304,1,4.84,creditcard,304.0,0
1723,1,3.95,creditcard,1.0,0
90,2,4.74,creditcard,0.0,0
2000,1,4.75,creditcard,2.0,0
1,1,4.06,paypal,0.0,1
7,1,4.92,creditcard,6.0,0
839,1,4.89,creditcard,0.0,0
560,1,4.75,creditcard,45.0,0
32,2,5.02,creditcard,0.0,0
448,1,4.97,creditcard,0.0,0
147,1,4.52,creditcard,0.0,0
65,1,4.9,paypal,58.0,0
12,1,4.92,paypal,11.0,0
863,2,4.75,creditcard,0.0,0
1982,1,4.46,paypal,309.0,0
166,1,4.89,paypal,166.0,0
1808,1,4.92,paypal,0.0,0
241,1,4.88,creditcard,0.0,0
165,1,4.97,creditcard,0.0,0
1732,1,4.51,paypal,111.0,0
2000,1,4.96,paypal,901.0,0
712,1,4.97,creditcard,551.0,0
2000,1,4.89,paypal,49.0,0
744,1,5.02,paypal,621.0,0
1742,1,4.84,paypal,1166.0,0
16,1,4.84,creditcard,0.0,0
2000,1,4.52,creditcard,0.0,0
2,1,3.95,creditcard,1.0,0
114,1,4.74,paypal,0.0,0
358,1,4.9,storecredit,0.0,0
1708,1,4.92,creditcard,0.0,0
503,1,4.74,creditcard,0.0,0
282,1,5.02,creditcard,0.0,0
120,1,4.52,paypal,119.0,0
992,1,4.88,creditcard,667.0,0
83,1,4.84,creditcard,81.0,0
73,1,4.96,paypal,73.0,0
29,1,5.03,creditcard,0.0,0
5,1,4.52,creditcard,0.0,0
2000,1,4.75,paypal,110.0,0
1107,1,4.96,creditcard,0.0,0
18,1,4.75,paypal,0.0,0
897,1,4.75,paypal,209.0,0
2,1,4.92,creditcard,1.0,0
1425,1,4.75,creditcard,0.0,0
5,1,4.96,creditcard,0.0,0
2000,1,5.04,paypal,1.0,0
2000,1,4.84,creditcard,567.0,0
2,1,4.88,creditcard,1.0,0
211,1,4.88,creditcard,0.0,0
1870,1,3.95,storecredit,0.0,0
153,1,4.84,creditcard,0.0,0
105,1,4.75,creditcard,105.0,0
1405,1,5.03,paypal,441.0,0
128,2,4.51,creditcard,37.0,0
1673,1,5.03,creditcard,0.0,0
13,1,4.75,creditcard,12.0,0
380,1,4.06,creditcard,0.0,0
259,1,4.75,creditcard,0.0,0
1284,1,4.97,creditcard,1181.0,0
107,1,4.9,creditcard,0.0,0
981,1,4.52,creditcard,0.0,0
122,1,4.92,creditcard,0.0,0
1761,1,4.06,creditcard,1.0,0
71,1,4.92,creditcard,0.0,0
2000,1,4.51,creditcard,0.0,0
432,1,4.75,creditcard,0.0,0
165,1,4.06,creditcard,165.0,0
45,1,5.04,creditcard,44.0,0
2000,1,4.52,creditcard,0.0,0
30,1,4.84,paypal,29.0,0
3,1,4.75,creditcard,3.0,0
827,1,4.88,creditcard,0.0,0
1661,1,4.75,creditcard,0.0,0
690,1,4.52,creditcard,658.0,0
1,1,4.92,creditcard,0.0,1
1082,1,5.03,paypal,0.0,0
25,1,4.96,storecredit,0.0,0
1594,1,4.97,creditcard,342.0,0
2000,1,4.92,creditcard,19.0,0
33,2,4.92,creditcard,32.0,0
1493,1,4.92,paypal,0.0,0
1298,1,4.96,creditcard,0.0,0
12,1,4.75,creditcard,0.0,0
1197,1,5.02,paypal,0.0,0
7,1,4.75,creditcard,1.0,0
796,1,4.97,creditcard,345.0,0
308,1,4.88,paypal,0.0,0
1697,1,5.03,creditcard,0.0,0
2,1,4.84,creditcard,0.0,0
4,1,4.88,paypal,4.0,0
39,1,4.52,creditcard,0.0,0
1662,1,4.88,paypal,803.0,0
107,1,2.95,creditcard,0.0,0
42,1,4.88,paypal,42.0,0
437,1,4.97,creditcard,0.0,0
1589,1,4.92,creditcard,1215.0,0
2000,1,5.03,creditcard,125.0,0
1783,1,4.9,creditcard,717.0,0
414,1,4.92,creditcard,131.0,0
2000,1,4.84,creditcard,609.0,0
923,1,4.06,creditcard,0.0,0
1697,1,4.92,creditcard,1.0,0
3,1,4.46,creditcard,3.0,0
67,1,4.84,paypal,0.0,0
1719,1,4.52,creditcard,0.0,0
4,1,4.92,paypal,0.0,0
1259,1,4.92,creditcard,0.0,0
85,1,4.92,creditcard,0.0,0
175,1,4.92,paypal,174.0,0
2000,1,4.74,creditcard,0.0,0
15,1,5.04,creditcard,0.0,0
427,1,4.88,creditcard,0.0,0
30,1,4.74,creditcard,0.0,0
1986,1,3.95,paypal,0.0,0
118,1,4.52,paypal,118.0,0
2000,1,4.06,creditcard,201.0,0
1096,1,4.92,creditcard,496.0,0
1,2,4.52,creditcard,0.0,1
210,1,4.75,creditcard,0.0,0
121,1,5.04,creditcard,17.0,0
24,1,3.95,paypal,0.0,0
159,1,5.03,paypal,0.0,0
2000,1,4.46,creditcard,619.0,0
65,1,5.03,creditcard,0.0,0
77,1,4.75,storecredit,76.0,0
744,1,4.75,creditcard,1.0,0
14,1,4.75,creditcard,14.0,0
1573,1,5.02,creditcard,0.0,0
56,1,4.97,paypal,0.0,0
722,1,4.92,creditcard,266.0,0
11,1,4.9,creditcard,0.0,0
187,1,4.75,paypal,0.0,0
5,1,4.89,creditcard,0.0,0
2000,1,4.97,creditcard,1052.0,0
16,1,4.92,creditcard,0.0,0
885,1,5.03,creditcard,875.0,0
3,1,4.74,creditcard,3.0,0
5,1,4.52,creditcard,0.0,0
93,1,4.88,paypal,0.0,0
848,1,4.88,storecredit,157.0,0
779,1,5.03,creditcard,0.0,0
6,2,4.51,creditcard,5.0,0
1745,1,4.75,creditcard,0.0,0
589,1,4.96,creditcard,0.0,0
3,1,5.04,storecredit,0.0,0
115,1,4.96,creditcard,105.0,0
2000,1,4.92,paypal,263.0,0
1159,1,4.92,creditcard,0.0,0
862,1,4.92,paypal,0.0,0
2000,1,4.92,creditcard,288.0,0
118,1,5.04,creditcard,0.0,0
919,1,3.95,creditcard,180.0,0
1725,1,4.75,creditcard,324.0,0
5,1,4.84,creditcard,5.0,0
45,1,4.97,creditcard,0.0,0
767,1,5.02,creditcard,0.0,0
272,1,4.92,creditcard,240.0,0
21,1,4.9,creditcard,0.0,0
14,2,4.97,creditcard,9.0,0
2000,1,5.03,creditcard,356.0,0
434,1,4.84,creditcard,0.0,0
5,2,4.52,paypal,5.0,0
959,1,5.03,creditcard,0.0,0
1217,1,4.97,creditcard,0.0,0
241,1,4.06,creditcard,65.0,0
1536,1,5.04,paypal,1144.0,0
1542,1,4.96,paypal,0.0,0
1330,2,4.06,paypal,0.0,0
6,1,4.74,creditcard,6.0,0
4,1,4.74,storecredit,4.0,0
1088,1,5.04,creditcard,0.0,0
1565,1,4.89,creditcard,0.0,0
1244,1,4.75,creditcard,0.0,0
150,1,4.92,creditcard,0.0,0
2000,1,5.02,storecredit,125.0,0
11,1,4.89,creditcard,0.0,0
2000,1,4.92,creditcard,38.0,0
180,1,4.84,storecredit,0.0,0
2000,1,4.96,creditcard,1977.0,0
7,1,4.92,storecredit,0.0,0
503,1,4.9,creditcard,0.0,0
136,2,4.96,creditcard,136.0,0
1852,1,5.04,creditcard,470.0,0
733,2,4.92,creditcard,0.0,0
2000,1,5.03,paypal,1121.0,0
221,1,4.89,creditcard,0.0,0
703,1,5.04,creditcard,0.0,0
62,1,4.75,paypal,0.0,0
2000,1,5.03,creditcard,980.0,0
434,1,4.92,creditcard,307.0,0
197,1,4.75,creditcard,196.0,0
31,1,5.04,paypal,0.0,0
2000,1,4.51,paypal,107.0,0
18,1,4.46,creditcard,18.0,0
1,1,4.75,paypal,0.0,1
160,1,4.89,creditcard,160.0,0
2,1,4.75,creditcard,1.0,0
45,1,4.75,creditcard,0.0,0
1290,5,4.9,creditcard,16.0,0
86,1,4.89,creditcard,1.0,0
391,1,4.75,paypal,0.0,0
1367,1,4.92,creditcard,0.0,0
1313,1,4.92,paypal,513.0,0
954,1,4.51,paypal,429.0,0
2000,1,4.52,creditcard,278.0,0
184,1,4.75,creditcard,0.0,0
1155,1,4.92,paypal,819.0,0
511,1,4.88,creditcard,511.0,0
1636,1,4.97,creditcard,0.0,0
912,1,4.96,storecredit,0.0,0
489,1,4.75,creditcard,0.0,0
2000,1,4.75,creditcard,0.0,0
31,1,4.74,creditcard,0.0,0
274,1,4.96,creditcard,0.0,0
1351,1,4.52,creditcard,258.0,0
176,1,5.04,creditcard,0.0,0
966,1,4.84,creditcard,0.0,0
821,1,4.52,creditcard,53.0,0
357,3,4.96,creditcard,132.0,0
1711,1,4.89,storecredit,0.0,0
82,1,4.46,creditcard,0.0,0
1891,1,4.51,creditcard,0.0,0
2000,1,4.92,creditcard,0.0,0
1947,1,4.84,creditcard,0.0,0
2000,1,4.74,creditcard,32.0,0
1606,1,4.84,creditcard,611.0,0
96,1,4.52,creditcard,96.0,0
11,2,5.02,paypal,10.0,0
967,1,4.96,creditcard,153.0,0
4,1,4.92,creditcard,3.0,0
1662,1,4.06,creditcard,695.0,0
1749,1,5.04,paypal,0.0,0
2000,1,4.92,creditcard,815.0,0
174,1,4.51,creditcard,173.0,0
129,1,4.75,creditcard,0.0,0
1,1,4.52,paypal,0.0,1
913,1,4.75,creditcard,0.0,0
109,1,4.97,paypal,0.0,0
16,1,4.52,creditcard,16.0,0
104,1,5.03,creditcard,0.0,0
957,1,4.97,creditcard,0.0,0
2000,1,4.06,creditcard,1.0,0
2000,1,5.03,creditcard,986.0,0
30,1,4.9,creditcard,0.0,0
120,1,4.9,creditcard,0.0,0
34,1,4.88,creditcard,1.0,0
1990,1,5.03,paypal,0.0,0
1,2,4.9,paypal,0.0,1
516,1,4.89,creditcard,109.0,0
82,2,5.04,paypal,81.0,0
124,1,4.52,creditcard,123.0,0
1981,1,4.92,creditcard,1279.0,0
1596,1,4.89,creditcard,1363.0,0
3,1,4.89,paypal,3.0,0
234,1,4.92,storecredit,0.0,0
2000,1,4.75,creditcard,259.0,0
123,1,2.95,creditcard,123.0,0
738,1,4.88,paypal,0.0,0
36,1,4.96,storecredit,0.0,0
1237,1,4.92,creditcard,912.0,0
167,1,4.89,creditcard,0.0,0
1246,1,4.46,creditcard,0.0,0
205,1,4.84,creditcard,205.0,0
749,1,4.88,storecredit,186.0,0
36,1,4.52,creditcard,0.0,0
1577,1,4.75,creditcard,0.0,0
618,1,4.74,creditcard,0.0,0
56,1,4.84,storecredit,56.0,0
52,1,4.06,creditcard,0.0,0
1447,1,4.97,creditcard,0.0,0
531,1,4.9,storecredit,0.0,0
2000,1,4.84,creditcard,1.0,0
66,1,4.96,paypal,0.0,0
104,1,4.75,creditcard,103.0,0
99,1,4.89,creditcard,97.0,0
2000,1,4.06,paypal,476.0,0
1156,1,5.02,creditcard,0.0,0
64,1,4.88,creditcard,0.0,0
176,1,4.92,storecredit,175.0,0
308,1,4.96,creditcard,0.0,0
2000,1,4.06,creditcard,0.0,0
1244,1,4.75,paypal,1244.0,0
18,1,4.92,paypal,0.0,0
19,1,5.03,creditcard,0.0,0
2000,1,5.02,creditcard,266.0,0
915,1,4.9,creditcard,1.0,0
2,1,4.51,creditcard,1.0,0
1102,1,4.06,paypal,1089.0,0
2000,1,4.51,creditcard,698.0,0
86,1,4.92,creditcard,0.0,0
879,1,4.84,creditcard,0.0,0
1821,1,4.52,creditcard,37.0,0
290,1,4.92,paypal,80.0,0
1698,1,5.03,creditcard,1082.0,0
187,1,4.92,creditcard,0.0,0
857,1,5.04,creditcard,0.0,0
1600,1,4.92,creditcard,369.0,0
9,1,4.9,creditcard,0.0,0
349,1,4.92,creditcard,348.0,0
210,1,4.51,creditcard,0.0,0
60,1,4.97,creditcard,0.0,0
1362,1,4.74,creditcard,0.0,0
2000,1,4.06,creditcard,2.0,0
2000,1,5.03,creditcard,0.0,0
642,1,4.92,creditcard,0.0,0
1623,1,4.88,paypal,0.0,0
140,1,4.46,creditcard,0.0,0
1106,1,4.51,creditcard,371.0,0
88,1,4.75,creditcard,0.0,0
5,1,4.92,creditcard,0.0,0
2000,1,4.88,paypal,0.0,0
1570,1,4.46,paypal,329.0,0
6,1,4.06,creditcard,6.0,0
2000,1,4.97,creditcard,557.0,0
2000,1,3.07,creditcard,0.0,0
1995,1,4.96,creditcard,0.0,0
717,1,4.75,creditcard,716.0,0
2000,1,4.92,creditcard,654.0,0
1446,1,4.46,creditcard,243.0,0
137,1,4.88,paypal,0.0,0
1757,1,4.97,creditcard,2.0,0
2000,1,4.97,paypal,1448.0,0
1360,1,4.06,creditcard,446.0,0
4,1,4.97,creditcard,0.0,0
794,1,5.02,creditcard,0.0,0
335,1,5.04,storecredit,0.0,0
1330,1,4.97,paypal,1052.0,0
2000,1,5.02,creditcard,620.0,0
26,1,4.52,creditcard,26.0,0
1498,1,4.92,paypal,80.0,0
49,1,4.74,creditcard,0.0,0
1123,1,4.89,paypal,117.0,0
297,1,4.89,creditcard,0.0,0
62,1,4.74,creditcard,0.0,0
1326,1,4.92,creditcard,0.0,0
5,1,4.51,creditcard,0.0,0
3,1,4.06,storecredit,2.0,0
550,1,5.03,creditcard,0.0,0
104,1,4.9,creditcard,0.0,0
119,2,4.89,creditcard,0.0,0
33,1,5.02,creditcard,33.0,0
2000,1,4.46,creditcard,509.0,0
256,1,4.84,creditcard,0.0,0
1728,1,4.9,creditcard,0.0,0
2000,1,4.75,creditcard,0.0,0
287,1,4.51,creditcard,0.0,0
2000,1,5.02,creditcard,0.0,0
47,1,5.03,creditcard,0.0,0
32,1,4.89,creditcard,0.0,0
201,1,4.51,creditcard,0.0,0
1683,1,4.84,creditcard,2.0,0
735,1,4.97,creditcard,0.0,0
2,1,4.74,creditcard,0.0,0
102,1,4.75,creditcard,0.0,0
1426,1,4.84,creditcard,300.0,0
47,1,4.92,creditcard,46.0,0
2000,1,3.07,creditcard,0.0,0
2000,1,4.92,creditcard,87.0,0
862,1,4.75,creditcard,260.0,0
624,1,4.75,creditcard,0.0,0
88,1,4.97,creditcard,88.0,0
308,1,4.89,creditcard,0.0,0
183,1,4.06,creditcard,0.0,0
1229,1,5.02,creditcard,212.0,0
157,1,4.9,creditcard,157.0,0
3,1,4.97,creditcard,0.0,0
944,1,5.02,creditcard,0.0,0
2000,1,2.6,creditcard,0.0,0
556,1,4.84,creditcard,0.0,0
155,2,5.02,storecredit,0.0,0
801,1,3.48,creditcard,0.0,0
1803,1,4.88,creditcard,0.0,0
1250,1,4.89,paypal,0.0,0
2000,1,4.75,paypal,1183.0,0
1316,1,4.97,creditcard,0.0,0
1122,1,4.9,creditcard,0.0,0
525,1,4.52,creditcard,0.0,0
575,1,5.03,paypal,106.0,0
127,1,5.04,creditcard,26.0,0
732,1,4.97,creditcard,0.0,0
1343,1,4.46,creditcard,0.0,0
14,1,4.89,paypal,13.0,0
4,1,4.92,creditcard,0.0,0
726,1,4.9,creditcard,0.0,0
1,1,4.92,paypal,0.0,1
164,1,4.97,creditcard,0.0,0
539,1,2.6,creditcard,0.0,0
2,1,4.52,creditcard,2.0,0
70,1,3.95,creditcard,0.0,0
1877,1,5.04,creditcard,0.0,0
769,1,5.02,creditcard,0.0,0
37,1,3.95,paypal,2.0,0
63,1,4.84,creditcard,7.0,0
899,1,4.75,creditcard,88.0,0
1337,1,4.74,creditcard,336.0,0
55,1,4.75,creditcard,4.0,0
120,1,5.03,creditcard,0.0,0
772,1,5.02,creditcard,0.0,0
160,2,4.89,creditcard,0.0,0
981,1,4.06,creditcard,0.0,0
2000,1,4.92,storecredit,3.0,0
172,1,5.03,creditcard,0.0,0
464,2,4.92,paypal,0.0,0
281,1,4.75,creditcard,0.0,0
1623,1,4.89,paypal,0.0,0
97,1,5.03,creditcard,0.0,0
5,1,4.88,creditcard,4.0,0
1819,1,4.06,storecredit,0.0,0
1,1,4.88,creditcard,0.0,1
1068,1,4.75,creditcard,0.0,0
216,1,4.75,creditcard,1.0,0
1939,1,4.92,paypal,0.0,0
176,1,4.97,creditcard,0.0,0
2,1,5.02,creditcard,1.0,0
6,1,4.9,creditcard,1.0,0
2000,1,3.58,creditcard,642.0,0
7,1,5.02,creditcard,0.0,0
2000,1,5.02,creditcard,4.0,0
404,5,5.02,creditcard,92.0,0
1371,1,4.97,creditcard,0.0,0
2,1,4.51,creditcard,0.0,0
1067,1,5.03,paypal,0.0,0
4,1,4.9,creditcard,3.0,0
210,1,4.75,creditcard,0.0,0
48,1,5.04,paypal,47.0,0
4,1,4.51,storecredit,0.0,0
11,1,4.75,storecredit,11.0,0
972,1,5.04,creditcard,2.0,0
1136,1,5.02,creditcard,0.0,0
174,10,4.52,paypal,173.0,0
140,1,5.02,creditcard,0.0,0
863,1,4.75,creditcard,0.0,0
528,1,4.92,paypal,523.0,0
749,1,4.92,creditcard,0.0,0
21,1,4.97,creditcard,0.0,0
853,1,4.96,creditcard,0.0,0
5,1,4.51,paypal,4.0,0
56,10,4.89,paypal,56.0,0
173,1,5.03,creditcard,0.0,0
50,1,4.74,creditcard,50.0,0
77,10,4.92,paypal,17.0,0
155,1,4.84,creditcard,0.0,0
161,2,4.75,creditcard,0.0,0
29,1,4.75,paypal,0.0,0
1939,1,4.96,paypal,0.0,0
950,1,5.04,creditcard,890.0,0
2000,1,4.88,creditcard,84.0,0
1775,1,4.96,creditcard,0.0,0
1142,1,4.89,creditcard,801.0,0
2000,1,4.46,paypal,0.0,0
35,1,5.03,paypal,0.0,0
431,1,4.52,creditcard,1.0,0
166,1,4.06,paypal,0.0,0
1998,1,4.51,creditcard,117.0,0
2000,1,5.03,creditcard,2.0,0
2000,1,4.97,paypal,122.0,0
68,1,4.96,creditcard,0.0,0
2,1,4.97,creditcard,0.0,0
142,1,2.95,creditcard,99.0,0
1203,1,5.04,creditcard,681.0,0
3,1,4.97,creditcard,2.0,0
32,1,4.96,creditcard,0.0,0
501,1,4.97,creditcard,0.0,0
1473,1,5.04,paypal,0.0,0
2,1,4.88,storecredit,1.0,0
1934,1,4.06,creditcard,0.0,0
2000,1,5.02,paypal,0.0,0
478,1,5.04,creditcard,255.0,0
844,1,4.96,paypal,0.0,0
119,1,2.95,creditcard,31.0,0
3,1,4.75,paypal,0.0,0
2000,1,4.74,creditcard,441.0,0
1946,1,4.97,creditcard,0.0,0
1561,1,5.04,creditcard,411.0,0
3,1,4.75,creditcard,0.0,0
298,1,4.92,paypal,0.0,0
2000,1,4.84,creditcard,103.0,0
64,1,4.75,paypal,0.0,0
188,1,4.89,creditcard,1.0,0
128,1,4.9,creditcard,0.0,0
47,1,4.89,creditcard,0.0,0
1306,1,4.46,storecredit,0.0,0
2000,1,4.74,creditcard,748.0,0
109,2,4.52,paypal,109.0,0
2000,1,5.03,creditcard,227.0,0
1647,1,4.89,creditcard,986.0,0
978,1,4.89,creditcard,0.0,0
16,1,4.96,creditcard,15.0,0
354,1,4.92,paypal,0.0,0
4,1,4.52,creditcard,0.0,0
745,1,5.03,creditcard,0.0,0
174,1,4.96,creditcard,0.0,0
2000,1,4.52,creditcard,29.0,0
186,1,5.04,creditcard,0.0,0
865,1,5.02,creditcard,0.0,0
142,1,5.02,paypal,141.0,0
108,1,4.75,creditcard,0.0,0
871,1,4.75,creditcard,0.0,0
47,1,4.52,paypal,47.0,0
548,1,4.97,creditcard,0.0,0
117,1,4.84,creditcard,4.0,0
47,1,5.02,creditcard,46.0,0
1067,1,4.9,creditcard,0.0,0
1962,1,3.58,storecredit,184.0,0
942,1,4.75,creditcard,1.0,0
1546,1,4.92,creditcard,2.0,0
384,1,4.74,creditcard,0.0,0
1817,1,3.48,paypal,15.0,0
741,1,4.46,paypal,440.0,0
617,1,4.89,paypal,0.0,0
200,1,4.9,creditcard,0.0,0
1220,1,4.92,creditcard,0.0,0
365,1,5.04,creditcard,0.0,0
2000,1,5.03,storecredit,198.0,0
46,1,4.97,creditcard,0.0,0
2000,1,4.88,creditcard,116.0,0
156,1,4.51,creditcard,154.0,0
1901,1,4.06,creditcard,0.0,0
3,1,4.96,creditcard,2.0,0
1055,1,4.51,creditcard,0.0,0
1,1,5.02,creditcard,0.0,1
114,1,4.89,creditcard,0.0,0
14,1,5.02,creditcard,0.0,0
799,1,4.52,storecredit,0.0,0
1552,1,4.74,creditcard,0.0,0
960,1,4.75,creditcard,0.0,0
19,1,5.04,creditcard,18.0,0
637,1,4.97,paypal,0.0,0
43,1,4.46,paypal,0.0,0
2,1,4.89,creditcard,2.0,0
14,1,4.06,paypal,0.0,0
39,1,4.84,paypal,39.0,0
2000,1,4.92,creditcard,0.0,0
1846,1,5.03,storecredit,129.0,0
2000,2,4.51,creditcard,0.0,0
2000,1,4.92,paypal,646.0,0
958,1,4.51,creditcard,0.0,0
8,1,4.92,creditcard,0.0,0
2000,1,4.96,paypal,383.0,0
2000,1,5.02,creditcard,328.0,0
83,1,4.92,paypal,0.0,0
1728,1,4.84,creditcard,1.0,0
12,1,4.75,creditcard,0.0,0
27,1,4.51,creditcard,0.0,0
880,1,4.84,creditcard,0.0,0
19,1,4.51,creditcard,0.0,0
2000,1,5.02,creditcard,0.0,0
1998,1,4.89,creditcard,0.0,0
2000,1,5.03,creditcard,1520.0,0
1082,1,5.02,creditcard,0.0,0
22,1,4.06,paypal,0.0,0
2000,1,4.92,creditcard,0.0,0
146,1,4.84,paypal,146.0,0
390,1,4.88,paypal,39.0,0
5,1,4.74,creditcard,5.0,0
1280,1,4.92,creditcard,34.0,0
910,1,4.75,creditcard,0.0,0
2000,1,3.48,creditcard,0.0,0
2000,1,4.97,paypal,472.0,0
1139,1,4.88,creditcard,0.0,0
2000,2,4.9,creditcard,0.0,0
897,1,5.03,creditcard,0.0,0
755,1,5.04,creditcard,0.0,0
61,1,4.97,creditcard,3.0,0
1050,1,4.51,creditcard,67.0,0
533,1,4.92,paypal,268.0,0
771,1,4.51,paypal,0.0,0
5,1,4.92,creditcard,4.0,0
14,1,4.9,creditcard,7.0,0
2000,1,4.9,creditcard,0.0,0
1,1,3.58,creditcard,0.0,1
831,1,4.92,paypal,0.0,0
514,1,5.02,paypal,0.0,0
145,1,4.92,paypal,19.0,0
607,1,5.02,creditcard,374.0,0
1120,1,4.92,creditcard,131.0,0
110,1,4.52,creditcard,110.0,0
29,1,4.51,creditcard,28.0,0
2000,1,5.03,creditcard,0.0,0
19,2,4.96,creditcard,18.0,0
254,1,4.88,creditcard,5.0,0
2000,1,4.92,storecredit,0.0,0
4,1,4.96,creditcard,0.0,0
2000,1,4.97,storecredit,114.0,0
374,2,4.52,creditcard,0.0,0
64,1,4.96,creditcard,63.0,0
82,1,4.84,creditcard,0.0,0
88,1,3.48,paypal,0.0,0
4,1,4.75,creditcard,0.0,0
2000,1,4.96,creditcard,171.0,0
92,1,4.9,storecredit,0.0,0
360,1,5.03,paypal,0.0,0
2000,1,4.46,paypal,0.0,0
179,1,4.96,creditcard,0.0,0
2000,1,4.75,creditcard,1.0,0
2000,1,4.9,creditcard,463.0,0
1522,1,4.46,creditcard,520.0,0
786,1,4.52,storecredit,1.0,0
2,1,4.88,creditcard,0.0,0
27,1,3.58,creditcard,12.0,0
785,1,4.75,creditcard,0.0,0
2,2,4.52,creditcard,1.0,0
2000,1,4.51,paypal,275.0,0
22,1,4.89,paypal,0.0,0
2000,3,3.58,creditcard,1324.0,0
2000,1,4.75,creditcard,2.0,0
2000,1,5.02,creditcard,1427.0,0
2000,1,4.75,creditcard,1199.0,0
1213,3,5.04,creditcard,0.0,0
43,1,4.88,creditcard,42.0,0
1724,1,4.97,creditcard,0.0,0
2000,1,4.96,creditcard,0.0,0
925,1,4.9,creditcard,845.0,0
2,1,4.97,paypal,0.0,0
1997,1,4.88,creditcard,0.0,0
2000,1,4.96,storecredit,107.0,0
195,1,4.92,creditcard,194.0,0
445,1,3.95,creditcard,183.0,0
2000,1,5.03,paypal,0.0,0
5,1,5.04,paypal,0.0,0
834,1,5.02,creditcard,0.0,0
676,1,4.51,creditcard,0.0,0
25,1,4.96,creditcard,0.0,0
802,1,4.96,creditcard,770.0,0
361,1,4.06,creditcard,11.0,0
78,1,4.97,creditcard,77.0,0
2000,1,4.52,paypal,45.0,0
152,1,4.75,creditcard,0.0,0
97,1,3.58,creditcard,0.0,0
2000,1,4.51,storecredit,945.0,0
104,1,5.04,paypal,0.0,0
890,1,4.75,storecredit,0.0,0
1382,1,4.75,creditcard,0.0,0
287,1,4.92,paypal,0.0,0
2000,1,4.84,paypal,0.0,0
1490,1,4.92,creditcard,314.0,0
23,1,4.89,paypal,22.0,0
100,2,4.75,creditcard,99.0,0
133,1,4.52,creditcard,133.0,0
22,1,4.96,creditcard,0.0,0
56,1,4.92,paypal,55.0,0
2000,1,4.51,creditcard,1.0,0
4,1,5.03,paypal,2.0,0
132,1,4.97,creditcard,0.0,0
2000,1,4.88,creditcard,57.0,0
646,1,4.88,paypal,3.0,0
109,2,4.74,paypal,0.0,0
1234,1,4.51,creditcard,928.0,0
1928,1,5.04,paypal,0.0,0
2000,1,4.89,paypal,0.0,0
1541,1,4.96,creditcard,0.0,0
1528,1,5.04,creditcard,0.0,0
96,1,4.06,creditcard,95.0,0
1628,1,4.92,creditcard,0.0,0
2000,1,4.92,paypal,544.0,0
336,1,4.97,paypal,162.0,0
14,1,4.46,creditcard,10.0,0
2000,1,4.51,creditcard,1.0,0
2000,1,4.96,creditcard,316.0,0
418,1,4.75,paypal,0.0,0
10,1,4.75,creditcard,0.0,0
1567,1,4.89,creditcard,0.0,0
2000,1,4.92,paypal,367.0,0
17,1,5.03,creditcard,0.0,0
872,1,4.9,creditcard,0.0,0
135,1,4.92,paypal,0.0,0
22,1,4.97,creditcard,0.0,0
2000,1,4.89,creditcard,252.0,0
1409,1,5.02,creditcard,0.0,0
1447,1,4.88,creditcard,0.0,0
6,1,4.88,creditcard,0.0,0
1287,1,4.52,creditcard,677.0,0
707,1,4.96,creditcard,345.0,0
220,1,4.96,creditcard,0.0,0
554,1,5.03,storecredit,6.0,0
2000,1,4.92,storecredit,0.0,0
2000,1,5.02,creditcard,3.0,0
193,1,4.84,creditcard,0.0,0
1506,1,4.06,creditcard,0.0,0
315,1,4.88,creditcard,0.0,0
144,1,4.92,paypal,0.0,0
3,1,5.02,creditcard,0.0,0
22,1,4.46,creditcard,22.0,0
2000,1,4.84,creditcard,0.0,0
93,1,4.52,paypal,93.0,0
1714,1,4.92,paypal,0.0,0
2000,1,4.75,creditcard,1815.0,0
1196,1,4.89,paypal,0.0,0
2000,1,2.95,creditcard,0.0,0
484,5,4.52,creditcard,146.0,0
2,1,4.52,creditcard,0.0,0
62,1,4.84,paypal,0.0,0
1561,1,5.02,creditcard,0.0,0
155,1,5.04,paypal,0.0,0
18,1,5.02,creditcard,0.0,0
2,2,4.9,creditcard,2.0,0
2000,1,5.02,storecredit,0.0,0
50,1,5.03,creditcard,0.0,0
65,1,5.02,creditcard,0.0,0
915,1,4.96,creditcard,0.0,0
192,1,5.03,paypal,167.0,0
2000,1,3.58,creditcard,0.0,0
272,1,4.75,paypal,14.0,0
1,1,3.07,creditcard,0.0,1
2000,1,4.75,paypal,2.0,0
588,1,5.04,creditcard,565.0,0
988,1,4.9,creditcard,0.0,0
1009,1,4.89,paypal,194.0,0
37,1,5.02,creditcard,37.0,0
2,1,4.75,creditcard,0.0,0
1070,1,4.97,creditcard,668.0,0
116,1,4.9,creditcard,106.0,0
45,1,5.04,creditcard,0.0,0
190,1,4.97,creditcard,0.0,0
